Name,Origin,Name,Transliteration
Korea_Nanson,Korea,Nanson,Southern Pine
Korea_Nanson_2,Korea,Nanson,Southern Pine
Korea_Nonchon,Korea,Nonchon,Farm Village
Korea_Nongso,Korea,Nongso,Farming Place
Korea_Nonju,Korea,Nonju,Farm Haven
Korea_Nonp_o,Korea,Nonp’o,Farm Harbor
Korea_Nonsan,Korea,Nonsan,Farm Mountain
Korea_P_ochon,Korea,P’ochon,Universal Village
Korea_P_ohchon,Korea,P’ohchon,Universal Village
Korea_P_ohju,Korea,P’ohju,Universal Haven
Korea_P_ohyang,Korea,P’ohyang,Universal Sun
Korea_P_ohyang_2,Korea,P’ohyang,Universal Sun
Korea_P_osan,Korea,P’osan,Treasure Mountain
Korea_P_osan_2,Korea,P’osan,Treasure Mountain
Korea_P_osong,Korea,P’osong,Treasure Pine
Korea_P_osong_2,Korea,P’osong,Treasure Pine
Korea_P_ungchon,Korea,P’ungchon,Wind Village
Korea_P_ungju,Korea,P’ungju,Wind Haven
Korea_P_ungsan,Korea,P’ungsan,Wind Mountain
Korea_P_ungson,Korea,P’ungson,Wind Pine
Korea_P_yongchon,Korea,P’yongchon,Peaceful Village
Korea_P_yonggang,Korea,P’yonggang,Peaceful River
Korea_P_yongju,Korea,P’yongju,Peaceful Haven
Korea_P_yongnae,Korea,P’yongnae,Peaceful Plain
Korea_P_yongsan,Korea,P’yongsan,Peaceful Mountain
Korea_P_yongson,Korea,P’yongson,Peaceful Pine
Korea_Paekchon,Korea,Paekchon,White Village
Korea_Ponghwa,Korea,Ponghwa,Phoenix Flower
Korea_Punae,Korea,Punae,Prosperous Plain
Korea_Sanchon,Korea,Sanchon,Mountain Village
Korea_Sanchong,Korea,Sanchong,Mountain Clarity
Korea_Sanju,Korea,Sanju,Mountain Haven
Korea_Sansan,Korea,Sansan,Mountain Mountain
Korea_Sansong,Korea,Sansong,Mountain Pine
Korea_Sansong_2,Korea,Sansong,Mountain Pine
Korea_Shaohyang,Korea,Shaohyang,Small Fragrance
Korea_Shaosong,Korea,Shaosong,Small Pine
Korea_Shaowon,Korea,Shaowon,Small Garden
Korea_Shaoyang,Korea,Shaoyang,Small Sun
Korea_Sich_ang,Korea,Sich’ang,Stone Prosperity
Korea_Sichon,Korea,Sichon,Stone Village
Korea_Sichon_2,Korea,Sichon,Stone Village
Korea_Siju,Korea,Siju,Stone Haven
Korea_Siju_2,Korea,Siju,Stone Haven
Korea_Songchon,Korea,Songchon,Pine Village
Korea_Songju,Korea,Songju,Pine Haven
Korea_Songsan,Korea,Songsan,Pine Mountain
Korea_Songyang,Korea,Songyang,Pine Sun
Korea_Suichon,Korea,Suichon,Water Village
Korea_Suiju,Korea,Suiju,Water Haven
Korea_Suinae,Korea,Suinae,Water Plain
Korea_Suison,Korea,Suison,Water Pine
Korea_T_aebaek,Korea,T’aebaek,Great White
Korea_T_aecheon,Korea,T’aecheon,Great Stream
Korea_T_aep_o,Korea,T’aep’o,Great Harbor
Korea_T_aeson,Korea,T’aeson,Great Pine
Korea_T_aeyang,Korea,T’aeyang,Great Sun
Korea_T_aeyang_2,Korea,T’aeyang,Great Sun
Korea_T_ongnae,Korea,T’ongnae,Unified Plain
Korea_T_ongp_o,Korea,T’ongp’o,Unified Harbor
Korea_T_ongson,Korea,T’ongson,Unified Pine
Korea_T_ongyang,Korea,T’ongyang,Unified Sun
Korea_Tongch_ang,Korea,Tongch’ang,Eastern Prosperity
Korea_Tongchon,Korea,Tongchon,Eastern Village
Korea_Tongju,Korea,Tongju,Eastern Haven
Korea_Tongnae,Korea,Tongnae,Eastern Plain
Korea_Tongnae_2,Korea,Tongnae,Eastern Plain
Korea_Tongp_o,Korea,Tongp’o,Eastern Harbor
Korea_Tongson,Korea,Tongson,Eastern Pine
Korea_Tongson_2,Korea,Tongson,Eastern Pine
Korea_Tongyang,Korea,Tongyang,Eastern Sun
Korea_Tongyang_2,Korea,Tongyang,Eastern Sun
Korea_Wonsan,Korea,Wonsan,Original Mountain
Korea_Wuch_ang,Korea,Wuch’ang,Black Prosperity
Korea_Wuchon,Korea,Wuchon,Black Village
Korea_Wuju,Korea,Wuju,Black Haven
Korea_Wusan,Korea,Wusan,Black Mountain
Korea_Wusong,Korea,Wusong,Black Pine
Korea_Yangchon,Korea,Yangchon,Poplar Village
Korea_Yangju,Korea,Yangju,Poplar Haven
Korea_Yangp_o,Korea,Yangp’o,Poplar Harbor
Korea_Yangpyong,Korea,Yangpyong,Poplar Peace
Korea_Yangsan,Korea,Yangsan,Poplar Mountain
Korea_Yonan,Korea,Yonan,Swallow Shore
Korea_Yonchon,Korea,Yonchon,Swallow Village
Korea_Yongch_ang,Korea,Yongch’ang,Dragon Prosperity
Korea_Yongchon,Korea,Yongchon,Dragon Village
Korea_Yonggang,Korea,Yonggang,Dragon River
Korea_Yongju,Korea,Yongju,Dragon Haven
Korea_Yongnae,Korea,Yongnae,Dragon Plain
Korea_Yongp_o,Korea,Yongp’o,Dragon Harbor
Korea_Yongson,Korea,Yongson,Dragon Pine
Korea_Yongson_2,Korea,Yongson,Dragon Pine
Korea_Yongyang,Korea,Yongyang,Dragon Sun
Korea_Yonju,Korea,Yonju,Lotus Haven
Korea_Yonp_o,Korea,Yonp’o,Swallow Harbor
Korea_Yonsan,Korea,Yonsan,Swallow Mountain
Korea_Yonsong,Korea,Yonsong,Swallow Pine
Korea_Yungnae,Korea,Yungnae,Eternal Plain
Korea_Yungp_o,Korea,Yungp’o,Eternal Harbor
Korea_Yungson,Korea,Yungson,Eternal Pine
Korea_Yungson_2,Korea,Yungson,Eternal Pine
Asian_Aekyo,Asian,Aekyo,Autumn Mirror
Asian_Aemun,Asian,Aemun,Autumn Gate
Asian_Aesaeng,Asian,Aesaeng,Autumn Life
Asian_Aeshi,Asian,Aeshi,Autumn Stone
Asian_Aeshun,Asian,Aeshun,Autumn Spring
Asian_Aishun,Asian,Aishun,Eternal Spring
Asian_Akyeon,Asian,Akyeon,Autumn Lotus
Asian_Akyul,Asian,Akyul,Autumn Whisper
Asian_Baijin,Asian,Baijin,White Mist
Asian_Baikun,Asian,Baikun,White Harmony
Asian_Baikyo,Asian,Baikyo,White Mirror
Asian_Baishu,Asian,Baishu,White Lake
Asian_Baishu_2,Asian,Baishu,White Lake
Asian_Boshao,Asian,Boshao,Treasure Dawn
Asian_Boshin,Asian,Boshin,Treasure Heart
Asian_Boshu,Asian,Boshu,Treasure Lake
Asian_Chanhua,Asian,Chanhua,Jade Flower
Asian_Chensu,Asian,Chensu,Morning Lake
Asian_Chinhai,Asian,Chinhai,True Sea
Asian_Chinkyo,Asian,Chinkyo,True Mirror
Asian_Chinshu,Asian,Chinshu,True Lake
Asian_Chinsong,Asian,Chinsong,True Pine
Asian_Chinwei,Asian,Chinwei,True Stream
Asian_Chinxu,Asian,Chinxu,True Snow
Asian_Daekyo,Asian,Daekyo,Great Mirror
Asian_Daemori,Asian,Daemori,Great Forest
Asian_Daemun,Asian,Daemun,Great Gate
Asian_Daeshi,Asian,Daeshi,Great Stone
Asian_Daeshu,Asian,Daeshu,Great Lake
Asian_Daesong,Asian,Daesong,Great Pine
Asian_Daeyun,Asian,Daeyun,Great Cloud
Asian_Daikun,Asian,Daikun,Great Harmony
Asian_Eishin,Asian,Eishin,Ice Heart
Asian_Eisong,Asian,Eisong,Ice Pine
Asian_Ekyeon,Asian,Ekyeon,Mist Lotus
Asian_Ekyul,Asian,Ekyul,Mist Whisper
Asian_Emun,Asian,Emun,Mist Gate
Asian_Emun_2,Asian,Emun,Mist Gate
Asian_Eshaen,Asian,Eshaen,Mist Bird
Asian_Eshin,Asian,Eshin,Mist Heart
Asian_Fangsha,Asian,Fangsha,Wind Sand
Asian_Fangshi,Asian,Fangshi,Wind Stone
Asian_Fangsu,Asian,Fangsu,Wind Lake
Asian_Fangxu,Asian,Fangxu,Wind Snow
Asian_Fangyu,Asian,Fangyu,Wind Rain
Asian_Fenghai,Asian,Fenghai,Wind Sea
Asian_Fenghwa,Asian,Fenghwa,Wind Flower
Asian_Fengyul,Asian,Fengyul,Wind Whisper
Asian_Goryeon,Asian,Goryeon,High Lotus
Asian_Goryu,Asian,Goryu,High Stream
Asian_Gweihwa,Asian,Gweihwa,Laurel Flower
Asian_Gweisho,Asian,Gweisho,Laurel Shore
Asian_Gweishu,Asian,Gweishu,Laurel Lake
Asian_Gweisu,Asian,Gweisu,Laurel Lake
Asian_Gweiyul,Asian,Gweiyul,Laurel Whisper
Asian_Gweiyun,Asian,Gweiyun,Laurel Cloud
Asian_Haejin,Asian,Haejin,Sea Mist
Asian_Haeshi,Asian,Haeshi,Sea Stone
Asian_Haesong,Asian,Haesong,Sea Pine
Asian_Haesu,Asian,Haesu,Sea Lake
Asian_Haeyun,Asian,Haeyun,Sea Cloud
Asian_Haijin,Asian,Haijin,Sea Mist
Asian_Hanshi,Asian,Hanshi,Sky Stone
Asian_Hanyul,Asian,Hanyul,Sky Whisper
Asian_Inkyeon,Asian,Inkyeon,Shadow Lotus
Asian_Inkyo,Asian,Inkyo,Shadow Mirror
Asian_Insaeng,Asian,Insaeng,Shadow Life
Asian_Insha,Asian,Insha,Shadow Sand
Asian_Insho,Asian,Insho,Hidden Shore
Asian_Inshun,Asian,Inshun,Shadow Spring
Asian_Inwei,Asian,Inwei,Hidden Stream
Asian_Inxu,Asian,Inxu,Shadow Snow
Asian_Jinsae,Asian,Jinsae,True Bird
Asian_Jinwei,Asian,Jinwei,True Stream
Asian_Juksaeng,Asian,Juksaeng,Bamboo Life
Asian_Jukseong,Asian,Jukseong,Bamboo Star
Asian_Jukshu,Asian,Jukshu,Bamboo Lake
Asian_Jukwei,Asian,Jukwei,Bamboo Stream
Asian_Jukxu,Asian,Jukxu,Bamboo Snow
Asian_Jukyun,Asian,Jukyun,Bamboo Cloud
Asian_Kaeji,Asian,Kaeji,Cloud Land
Asian_Kaerun,Asian,Kaerun,Cloud Path
Asian_Kaeshi,Asian,Kaeshi,Cloud Stone
Asian_Kaeshu,Asian,Kaeshu,Cloud Lake
Asian_Kaesong,Asian,Kaesong,Cloud Pine
Asian_Kaesu,Asian,Kaesu,Cloud Lake
Asian_Kaishu,Asian,Kaishu,Sea Lake
Asian_Kaishun,Asian,Kaishun,Sea Spring
Asian_Limhua,Asian,Limhua,Dawn Flower
Asian_Limkyo,Asian,Limkyo,Dawn Mirror
Asian_Limsao,Asian,Limsao,Dawn Willow
Asian_Limseong,Asian,Limseong,Dawn Star
Asian_Limshin,Asian,Limshin,Dawn Heart
Asian_Limsu,Asian,Limsu,Dawn Lake
Asian_Limxu,Asian,Limxu,Dawn Snow
Asian_Limyul,Asian,Limyul,Dawn Whisper
Asian_Mingshi,Asian,Mingshi,Bright Stone
Asian_Mingshui,Asian,Mingshui,Bright Water
Asian_Mingsong,Asian,Mingsong,Bright Pine
Asian_Mingwei,Asian,Mingwei,Bright Stream
Asian_Mingxu,Asian,Mingxu,Bright Snow
Asian_Mingyul,Asian,Mingyul,Bright Whisper
Asian_Moryeon,Asian,Moryeon,Forest Lotus
Asian_Moryu,Asian,Moryu,Forest Stream
Asian_Naeji,Asian,Naeji,Inner Land
Asian_Naeshi,Asian,Naeshi,Inner Stone
Asian_Naesong,Asian,Naesong,Inner Pine
Asian_Naewei,Asian,Naewei,Inner Stream
Asian_Naeyu,Asian,Naeyu,Inner Stream
Asian_Naeyun,Asian,Naeyun,Inner Cloud
Asian_Ningshao,Asian,Ningshao,Peaceful Dawn
Asian_Ningxu,Asian,Ningxu,Peaceful Snow
Asian_Okyeon,Asian,Okyeon,Golden Lotus
Asian_Okyo,Asian,Okyo,Golden Mirror
Asian_Okyul,Asian,Okyul,Golden Whisper
Asian_Oryang,Asian,Oryang,Golden Sun
Asian_Osaen,Asian,Osaen,Golden Bird
Asian_Osaeng,Asian,Osaeng,Golden Life
Asian_Oshin,Asian,Oshin,Golden Heart
Asian_Oshun,Asian,Oshun,Golden Spring
Asian_Pyeonji,Asian,Pyeonji,Peaceful Land
Asian_Pyunhai,Asian,Pyunhai,Peaceful Sea
Asian_Pyunji,Asian,Pyunji,Peaceful Land
Asian_Pyunseong,Asian,Pyunseong,Peaceful Star
Asian_Pyunsha,Asian,Pyunsha,Peaceful Sand
Asian_Pyunwei,Asian,Pyunwei,Peaceful Stream
Asian_Pyunxu,Asian,Pyunxu,Peaceful Snow
Asian_Qingsha,Asian,Qingsha,Clear Sand
Asian_Qingshun,Asian,Qingshun,Clear Spring
Asian_Qinhwa,Asian,Qinhwa,Clear Flower
Asian_Qinsha,Asian,Qinsha,Clear Sand
Asian_Qinshu,Asian,Qinshu,Clear Lake
Asian_Qinsong,Asian,Qinsong,Clear Pine
Asian_Qinxue,Asian,Qinxue,Clear Snow
Asian_Ryohai,Asian,Ryohai,Dragon Sea
Asian_Ryokun,Asian,Ryokun,Dragon Harmony
Asian_Ryoseong,Asian,Ryoseong,Dragon Star
Asian_Ryoseong_2,Asian,Ryoseong,Dragon Star
Asian_Ryoshin,Asian,Ryoshin,Dragon Heart
Asian_Ryukwei,Asian,Ryukwei,Dragon Stream
Asian_Ryukyo,Asian,Ryukyo,Dragon Mirror
Asian_Seihan,Asian,Seihan,Star Wave
Asian_Seikun,Asian,Seikun,Star Harmony
Asian_Seikyo,Asian,Seikyo,Star Mirror
Asian_Seimori,Asian,Seimori,Star Forest
Asian_Seimun,Asian,Seimun,Star Gate
Asian_Seishu,Asian,Seishu,Star Lake
Asian_Seokun,Asian,Seokun,Stone Harmony
Asian_Taemu,Asian,Taemu,Great Dance
Asian_Taeshao,Asian,Taeshao,Great Dawn
Asian_Taeshi,Asian,Taeshi,Great Stone
Asian_Taesu,Asian,Taesu,Great Lake
Asian_Taewei,Asian,Taewei,Great Stream
Asian_Taeyun,Asian,Taeyun,Great Cloud
Asian_Taiming,Asian,Taiming,Great Brightness
Asian_Ujikyung,Asian,Ujikyung,Rain Mirror
Asian_Ujinhwa,Asian,Ujinhwa,Rain Flower
Asian_Ujirin,Asian,Ujirin,Rain Forest
Asian_Ujisao,Asian,Ujisao,Rain Willow
Asian_Ujisong,Asian,Ujisong,Rain Pine
Asian_Usha,Asian,Usha,Rain Sand
Asian_Ushaen,Asian,Ushaen,Rain Bird
Asian_Vyenhai,Asian,Vyenhai,Lotus Sea
Asian_Vyenhwa,Asian,Vyenhwa,Lotus Flower
Asian_Vyensu,Asian,Vyensu,Lotus Lake
Asian_Vyongji,Asian,Vyongji,Lotus Land
Asian_Vyonshi,Asian,Vyonshi,Lotus Stone
Asian_Vyonsong,Asian,Vyonsong,Lotus Pine
Asian_Vyonxu,Asian,Vyonxu,Lotus Snow
Asian_Wanshi,Asian,Wanshi,Night Stone
Asian_Wanxu,Asian,Wanxu,Night Snow
Asian_Wenhai,Asian,Wenhai,Warm Sea
Asian_Wenji,Asian,Wenji,Warm Land
Asian_Wenshi,Asian,Wenshi,Warm Stone
Asian_Wensong,Asian,Wensong,Warm Pine
Asian_Wenxu,Asian,Wenxu,Warm Snow
Asian_Xaeshin,Asian,Xaeshin,Little Heart
Asian_Xaolin,Asian,Xaolin,Little Forest
Asian_Xinhai,Asian,Xinhai,New Sea
Asian_Xinhwa,Asian,Xinhwa,New Flower
Asian_Xinseong,Asian,Xinseong,New Star
Asian_Xinsu,Asian,Xinsu,New Lake
Asian_Xinyul,Asian,Xinyul,New Whisper
Asian_Yinhwa,Asian,Yinhwa,Silver Flower
Asian_Yinseong,Asian,Yinseong,Silver Star
Asian_Yushao,Asian,Yushao,Jade Dawn
Asian_Yushao_2,Asian,Yushao,Jade Dawn
Asian_Yushin,Asian,Yushin,Jade Heart
Asian_Yusong,Asian,Yusong,Jade Pine
Asian_Yuxu,Asian,Yuxu,Jade Snow
Medieval_Aelthorp,Medieval,Aelthorp,Elf Village
Medieval_Aetherby,Medieval,Aetherby,Sky Hamlet
Medieval_Aetherholt,Medieval,Aetherholt,Sky Wood
Medieval_Aethermere,Medieval,Aethermere,Sky Lake
Medieval_Ashencroft,Medieval,Ashencroft,Ash Farm
Medieval_Ashenmere,Medieval,Ashenmere,Ash Lake
Medieval_Ashenwold,Medieval,Ashenwold,Ash Forest
Medieval_Ashenwythe,Medieval,Ashenwythe,Ash Willow
Medieval_Baeldell,Medieval,Baeldell,None
Medieval_Baelfen,Medieval,Baelfen,None
Medieval_Baelthyr,Medieval,Baelthyr,Fire Tower
Medieval_Baethyr,Medieval,Baethyr,None
Medieval_Brighthollow,Medieval,Brighthollow,Bright Valley
Medieval_Brineholt,Medieval,Brineholt,Salt Wood
Medieval_Brinevale,Medieval,Brinevale,Salt Valley
Medieval_Brinewyck,Medieval,Brinewyck,Salt Hamlet
Medieval_Caeldmere,Medieval,Caeldmere,Cold Lake
Medieval_Caeldwyn,Medieval,Caeldwyn,Cold Victory
Medieval_Caeldwythe,Medieval,Caeldwythe,Cold Willow
Medieval_Caerwyn,Medieval,Caerwyn,White Fortress
Medieval_Cinderhollow,Medieval,Cinderhollow,Ember Valley
Medieval_Cinderstead,Medieval,Cinderstead,Ember Home
Medieval_Cinderwyck,Medieval,Cinderwyck,Ember Hamlet
Medieval_Cinderwythe,Medieval,Cinderwythe,Ember Willow
Medieval_Drearcliff,Medieval,Drearcliff,Gloomy Ridge
Medieval_Drearholt,Medieval,Drearholt,Gloomy Wood
Medieval_Drearmer,Medieval,Drearmer,Gloomy Lake
Medieval_Drearwyck,Medieval,Drearwyck,Gloomy Hamlet
Medieval_Duskmead,Medieval,Duskmead,Twilight Meadow
Medieval_Duskthorn,Medieval,Duskthorn,Twilight Thorn
Medieval_Duskwyrm,Medieval,Duskwyrm,Twilight Serpent
Medieval_Duskwythe,Medieval,Duskwythe,Twilight Willow
Medieval_Eboncrag,Medieval,Eboncrag,Black Rock
Medieval_Eldergrove,Medieval,Eldergrove,Elder Grove
Medieval_Elderstead,Medieval,Elderstead,Elder Home
Medieval_Elderwythe,Medieval,Elderwythe,Elder Willow
Medieval_Embermere,Medieval,Embermere,Ember Lake
Medieval_Emberthorne,Medieval,Emberthorne,Ember Thorn
Medieval_Emberwyck,Medieval,Emberwyck,Ember Hamlet
Medieval_Emberwythe,Medieval,Emberwythe,Ember Willow
Medieval_Faerndale,Medieval,Faerndale,Fairy Valley
Medieval_Farrowmere,Medieval,Farrowmere,Fallow Lake
Medieval_Farrowstead,Medieval,Farrowstead,Fallow Home
Medieval_Farrowwyck,Medieval,Farrowwyck,Fallow Hamlet
Medieval_Frosthaven,Medieval,Frosthaven,Frost Refuge
Medieval_Frostmere,Medieval,Frostmere,Frost Lake
Medieval_Froststead,Medieval,Froststead,Frost Home
Medieval_Frostwythe,Medieval,Frostwythe,Frost Willow
Medieval_Gildencroft,Medieval,Gildencroft,Golden Farm
Medieval_Gildenmere,Medieval,Gildenmere,Golden Lake
Medieval_Gildenshire,Medieval,Gildenshire,Golden Region
Medieval_Gildenwythe,Medieval,Gildenwythe,Golden Willow
Medieval_Gleamholt,Medieval,Gleamholt,Shining Wood
Medieval_Gleamstead,Medieval,Gleamstead,Shining Home
Medieval_Gleamwyck,Medieval,Gleamwyck,Shining Hamlet
Medieval_Glimmerford,Medieval,Glimmerford,Shining Ford
Medieval_Hallowcrag,Medieval,Hallowcrag,Sacred Rock
Medieval_Hallowmere,Medieval,Hallowmere,Sacred Lake
Medieval_Hallowwythe,Medieval,Hallowwythe,Sacred Willow
Medieval_Harrowfen,Medieval,Harrowfen,Sacred Marsh
Medieval_Harrowmere,Medieval,Harrowmere,Sacred Lake
Medieval_Harrowstead,Medieval,Harrowstead,Sacred Home
Medieval_Harrowwyck,Medieval,Harrowwyck,Sacred Hamlet
Medieval_Hearthglen,Medieval,Hearthglen,Fireplace Glen
Medieval_Irongleam,Medieval,Irongleam,Iron Shine
Medieval_Ironhaven,Medieval,Ironhaven,Iron Refuge
Medieval_Ironstead,Medieval,Ironstead,Iron Home
Medieval_Ironwythe,Medieval,Ironwythe,Iron Willow
Medieval_Ivycrag,Medieval,Ivycrag,Ivy Rock
Medieval_Ivyholt,Medieval,Ivyholt,Ivy Wood
Medieval_Ivystone,Medieval,Ivystone,Ivy Stone
Medieval_Ivywythe,Medieval,Ivywythe,Ivy Willow
Medieval_Jadecreek,Medieval,Jadecreek,Jade Stream
Medieval_Jadeholt,Medieval,Jadeholt,Jade Wood
Medieval_Jadestead,Medieval,Jadestead,Jade Home
Medieval_Jadewyck,Medieval,Jadewyck,Jade Hamlet
Medieval_Jorndell,Medieval,Jorndell,Earth Dell
Medieval_Jorngrove,Medieval,Jorngrove,Earth Grove
Medieval_Jornwyck,Medieval,Jornwyck,Earth Hamlet
Medieval_Jorvikstead,Medieval,Jorvikstead,Boar Home
Medieval_Kaelmoor,Medieval,Kaelmoor,Cold Moor
Medieval_Kethmoor,Medieval,Kethmoor,None
Medieval_Kethvale,Medieval,Kethvale,None
Medieval_Kethwythe,Medieval,Kethwythe,None
Medieval_Knaveholt,Medieval,Knaveholt,Rogue Wood
Medieval_Knaveshire,Medieval,Knaveshire,Rogue Region
Medieval_Knavestead,Medieval,Knavestead,Rogue Home
Medieval_Knavewyck,Medieval,Knavewyck,Rogue Hamlet
Medieval_Lighthaven,Medieval,Lighthaven,Light Refuge
Medieval_Lorndell,Medieval,Lorndell,Laurel Dell
Medieval_Lorngrove,Medieval,Lorngrove,Laurel Grove
Medieval_Lornstead,Medieval,Lornstead,Laurel Home
Medieval_Lornwythe,Medieval,Lornwythe,Laurel Willow
Medieval_Lumenhaven,Medieval,Lumenhaven,Light Haven
Medieval_Lumenstead,Medieval,Lumenstead,Light Home
Medieval_Lumenwyck,Medieval,Lumenwyck,Light Hamlet
Medieval_Mistcrag,Medieval,Mistcrag,Foggy Rock
Medieval_Mistmere,Medieval,Mistmere,Foggy Lake
Medieval_Mistvale,Medieval,Mistvale,Foggy Valley
Medieval_Mistwythe,Medieval,Mistwythe,Foggy Willow
Medieval_Moonridge,Medieval,Moonridge,Moon Crest
Medieval_Moonstead,Medieval,Moonstead,Moon Home
Medieval_Moonwyck,Medieval,Moonwyck,Moon Hamlet
Medieval_Moonwythe,Medieval,Moonwythe,Moon Willow
Medieval_Nethercrag,Medieval,Nethercrag,Lower Rock
Medieval_Nethermere,Medieval,Nethermere,Lower Lake
Medieval_Nethervale,Medieval,Nethervale,Lower Valley
Medieval_Nethervane,Medieval,Nethervane,Lower Ridge
Medieval_Netherwyck,Medieval,Netherwyck,Lower Hamlet
Medieval_Nornmere,Medieval,Nornmere,Fate Lake
Medieval_Nornstead,Medieval,Nornstead,Fate Home
Medieval_Nornwythe,Medieval,Nornwythe,Fate Willow
Medieval_Oakencliff,Medieval,Oakencliff,Oak Ridge
Medieval_Oakenmere,Medieval,Oakenmere,Oak Lake
Medieval_Oakenshield,Medieval,Oakenshield,Oak Protection
Medieval_Oakenshire,Medieval,Oakenshire,Oak Region
Medieval_Oakenstead,Medieval,Oakenstead,Oak Home
Medieval_Oakenthorpe,Medieval,Oakenthorpe,Oak Village
Medieval_Oakenvale,Medieval,Oakenvale,Oak Valley
Medieval_Oakenwythe,Medieval,Oakenwythe,Oak Willow
Medieval_Paleshire,Medieval,Paleshire,Pale Region
Medieval_Pyrecliff,Medieval,Pyrecliff,Fire Ridge
Medieval_Pyreholt,Medieval,Pyreholt,Fire Wood
Medieval_Pyreshire,Medieval,Pyreshire,Fire Region
Medieval_Pyrestead,Medieval,Pyrestead,Fire Home
Medieval_Pyreton,Medieval,Pyreton,Fire Town
Medieval_Pyrevale,Medieval,Pyrevale,Fire Valley
Medieval_Pyrewyck,Medieval,Pyrewyck,Fire Hamlet
Medieval_Quethmere,Medieval,Quethmere,Quiet Lake
Medieval_Quethvar,Medieval,Quethvar,Quiet Village
Medieval_Quethwythe,Medieval,Quethwythe,Quiet Willow
Medieval_Quillburrow,Medieval,Quillburrow,Feather Hollow
Medieval_Quillmere,Medieval,Quillmere,Feather Lake
Medieval_Quillstead,Medieval,Quillstead,Feather Home
Medieval_Quillvale,Medieval,Quillvale,Feather Valley
Medieval_Quillwythe,Medieval,Quillwythe,Feather Willow
Medieval_Ravenholt,Medieval,Ravenholt,Raven Wood
Medieval_Ravenmere,Medieval,Ravenmere,Raven Lake
Medieval_Ravenstead,Medieval,Ravenstead,Raven Home
Medieval_Ravenwyck,Medieval,Ravenwyck,Raven Hamlet
Medieval_Ravenwythe,Medieval,Ravenwythe,Raven Willow
Medieval_Runecroft,Medieval,Runecroft,Rune Farm
Medieval_Runevale,Medieval,Runevale,Rune Valley
Medieval_Runewyck,Medieval,Runewyck,Rune Hamlet
Medieval_Sablemere,Medieval,Sablemere,Black Lake
Medieval_Sablethorn,Medieval,Sablethorn,Black Thorn
Medieval_Sablewythe,Medieval,Sablewythe,Black Willow
Medieval_Shadestead,Medieval,Shadestead,Shadow Home
Medieval_Shadevale,Medieval,Shadevale,Shadow Valley
Medieval_Shadewyck,Medieval,Shadewyck,Shadow Hamlet
Medieval_Shadewythe,Medieval,Shadewythe,Shadow Willow
Medieval_Shadowfen,Medieval,Shadowfen,Dark Marsh
Medieval_Tarrowfen,Medieval,Tarrowfen,Tar Marsh
Medieval_Tarrowstead,Medieval,Tarrowstead,Tar Home
Medieval_Tarrowwyck,Medieval,Tarrowwyck,Tar Hamlet
Medieval_Thornhollow,Medieval,Thornhollow,Thorn Valley
Medieval_Thornmere,Medieval,Thornmere,Thorn Lake
Medieval_Thornstead,Medieval,Thornstead,Thorn Home
Medieval_Thornwyck,Medieval,Thornwyck,Thorn Hamlet
Medieval_Thornwythe,Medieval,Thornwythe,Thorn Willow
Medieval_Ulfricmere,Medieval,Ulfricmere,Wolf Lake
Medieval_Ulfricstead,Medieval,Ulfricstead,Wolf Home
Medieval_Ulfricwyck,Medieval,Ulfricwyck,Wolf Hamlet
Medieval_Umbercrag,Medieval,Umbercrag,Brown Rock
Medieval_Umberlake,Medieval,Umberlake,Brown Lake
Medieval_Umberstead,Medieval,Umberstead,Brown Home
Medieval_Umberwythe,Medieval,Umberwythe,Brown Willow
Medieval_Vaelstrom,Medieval,Vaelstrom,Blessed Stream
Medieval_Vaethmere,Medieval,Vaethmere,Oath Lake
Medieval_Vaethrond,Medieval,Vaethrond,Oath Circle
Medieval_Vaethwythe,Medieval,Vaethwythe,Oath Willow
Medieval_Vethmere,Medieval,Vethmere,Winter Lake
Medieval_Vethrond,Medieval,Vethrond,Winter Circle
Medieval_Vethwyck,Medieval,Vethwyck,Winter Hamlet
Medieval_Whisperfen,Medieval,Whisperfen,Whispering Marsh
Medieval_Whisperstead,Medieval,Whisperstead,Whispering Home
Medieval_Whisperwold,Medieval,Whisperwold,Whispering Forest
Medieval_Windmere,Medieval,Windmere,Wind Lake
Medieval_Windthorn,Medieval,Windthorn,Wind Thorn
Medieval_Windwhistle,Medieval,Windwhistle,Wind Song
Medieval_Windwyck,Medieval,Windwyck,Wind Hamlet
Medieval_Yewcross,Medieval,Yewcross,Yew Crossing
Medieval_Yewstead,Medieval,Yewstead,Yew Home
Medieval_Yewthorn,Medieval,Yewthorn,Yew Thorn
Medieval_Yewvale,Medieval,Yewvale,Yew Valley
Medieval_Ymberstead,Medieval,Ymberstead,Rain Home
Medieval_Ymberton,Medieval,Ymberton,Rain Town
Medieval_Ymberwythe,Medieval,Ymberwythe,Rain Willow
Norway_l,Norway,Ål,Eel
Norway_lesund,Norway,Ålesund,Eel Sound
Norway_Alta,Norway,Alta,High
Norway_Alvdal,Norway,Alvdal,Elf Valley
Norway_mli,Norway,Åmli,Eel Meadow
Norway_mot,Norway,Åmot,River Mouth
Norway_ndalsnes,Norway,Åndalsnes,Eel Valley Headland
Norway_rdal,Norway,Årdal,Eagle Valley
Norway_seral,Norway,Åseral,Eel Ridge
Norway_Aure,Norway,Aure,Gravel
